Last connected at,Email,Full name,Access role,Organization,Team,Job title
,matteo.patterson@generated.local,Matteo Patterson,,Sncf Connect & Tech,sales,
,crystal.fabre@generated.local,Crystal Fabre,,Sncf Connect & Tech,sales,
,raj.martin@generated.local,Raj Martin,,Sncf Connect & Tech,sales,
,anais.elmasry@generated.local,Anaïs El-Masry,,Sncf Connect & Tech,sales,
,romain.fischer@generated.local,Romain Fischer,,Sncf Connect & Tech,sales,
,grace.meyer@generated.local,Grace Meyer,,Sncf Connect & Tech,sales,
,bernard.roche@generated.local,Bernard Roche,,Sncf Connect & Tech,sales,
,jennifer.choi@generated.local,Jennifer Choi,,Sncf Connect & Tech,sales,
,soojin.butler@generated.local,Soo-Jin Butler,,Sncf Connect & Tech,sales,
,arjun.roux@generated.local,Arjun Roux,,Sncf Connect & Tech,sales,
,omar.collins@generated.local,Omar Collins,,Sncf Connect & Tech,sales,
,marco.lambert@generated.local,Marco Lambert,,Sncf Connect & Tech,sales,
,bernard.vidal@generated.local,Bernard Vidal,,Sncf Connect & Tech,sales,
,eric.foster@generated.local,Eric Foster,,Sncf Connect & Tech,sales,
,noor.peterson@generated.local,Noor Peterson,,Sncf Connect & Tech,sales,
,hugo.long@generated.local,Hugo Long,,Sncf Connect & Tech,sales,
,eric.long@generated.local,Eric Long,,Sncf Connect & Tech,sales,
,crystal.abe@generated.local,Crystal Abe,,Sncf Connect & Tech,sales,
,monique.roux@generated.local,Monique Roux,,Sncf Connect & Tech,sales,
,maxime.evans@generated.local,Maxime Evans,,Sncf Connect & Tech,sales,
,jacques.henry@generated.local,Jacques Henry,,Sncf Connect & Tech,sales,
,nathan.martinez@generated.local,Nathan Martinez,,Sncf Connect & Tech,sales,
,oscar.sasaki@generated.local,Oscar Sasaki,,Sncf Connect & Tech,sales,
,elise.moore@generated.local,Élise Moore,,Sncf Connect & Tech,sales,
,layla.goto@generated.local,Layla Goto,,Sncf Connect & Tech,sales,
,elizabeth.persson@generated.local,Elizabeth Persson,,Sncf Connect & Tech,sales,
,brandon.lim@generated.local,Brandon Lim,,Sncf Connect & Tech,sales,
,pierre.dubois@generated.local,Pierre Dubois,,Sncf Connect & Tech,sales,
,noor.nakajima@generated.local,Noor Nakajima,,Sncf Connect & Tech,sales,
,hiroshi.bryant@generated.local,Hiroshi Bryant,,Sncf Connect & Tech,sales,
,deepa.yamaguchi@generated.local,Deepa Yamaguchi,,Sncf Connect & Tech,sales,
,david.robinson@generated.local,David Robinson,,Sncf Connect & Tech,sales,
,matthieu.blanchard@generated.local,Matthieu Blanchard,,Sncf Connect & Tech,sales,
,sanjay.flores@generated.local,Sanjay Flores,,Sncf Connect & Tech,sales,
,angela.brooks@generated.local,Angela Brooks,,Sncf Connect & Tech,sales,
,amanda.rogers@generated.local,Amanda Rogers,,Sncf Connect & Tech,sales,
,tariq.stewart@generated.local,Tariq Stewart,,Sncf Connect & Tech,sales,
,justin.phillips@generated.local,Justin Phillips,,Sncf Connect & Tech,sales,
,henrik.renard@generated.local,Henrik Renard,,Sncf Connect & Tech,sales,
,nora.rogers@generated.local,Nora Rogers,,Sncf Connect & Tech,sales,
,gabriel.bruno@generated.local,Gabriel Bruno,,Sncf Connect & Tech,sales,
,evelyn.gray@generated.local,Evelyn Gray,,Sncf Connect & Tech,sales,
,rebecca.andre@generated.local,Rebecca Andre,,Sncf Connect & Tech,sales,
,fabien.watanabe@generated.local,Fabien Watanabe,,Sncf Connect & Tech,sales,
,zain.robert@generated.local,Zain Robert,,Sncf Connect & Tech,sales,
,sebastien.laurent@generated.local,Sébastien Laurent,,Sncf Connect & Tech,sales,
,lorenzo.longo@generated.local,Lorenzo Longo,,Sncf Connect & Tech,sales,
,anais.mansour@generated.local,Anaïs Mansour,,Sncf Connect & Tech,sales,
,isabella.fujita@generated.local,Isabella Fujita,,Sncf Connect & Tech,sales,
,alma.becker@generated.local,Alma Becker,,Sncf Connect & Tech,sales,
,francoise.smith@generated.local,Françoise Smith,,Sncf Connect & Tech,sales,
,evelyn.karlsson@generated.local,Evelyn Karlsson,,Sncf Connect & Tech,sales,
,jacques.reddy@generated.local,Jacques Reddy,,Sncf Connect & Tech,sales,
,gabriel.chowdhury@generated.local,Gabriel Chowdhury,,Sncf Connect & Tech,sales,
,jordan.roux@generated.local,Jordan Roux,,Sncf Connect & Tech,sales,
,rachel.lim@generated.local,Rachel Lim,,Sncf Connect & Tech,sales,
,oskar.kondo@generated.local,Oskar Kondo,,Sncf Connect & Tech,sales,
,iris.menon@generated.local,Iris Menon,,Sncf Connect & Tech,sales,
,nicole.ito@generated.local,Nicole Ito,,Sncf Connect & Tech,sales,
,erik.marino@generated.local,Erik Marino,,Sncf Connect & Tech,sales,
,helene.simon@generated.local,Hélène Simon,,Sncf Connect & Tech,sales,
,davide.gustafsson@generated.local,Davide Gustafsson,,Sncf Connect & Tech,sales,
,lea.park@generated.local,Léa Park,,Sncf Connect & Tech,sales,
,isabella.das@generated.local,Isabella Das,,Sncf Connect & Tech,sales,
,sebastien.lemaire@generated.local,Sébastien Lemaire,,Sncf Connect & Tech,sales,
